grid,172.3,290.12,668,716.3,315.2,315,290.11,609.1,292.1,386.1,313,367.8,333.3,292,315.1,389,389.2,367,381,label
R200075310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R200192757,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
R200221350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R200305920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R200323844,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R200435080,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
R200654776,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
R200706377,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
R200715148,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
R200719527,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R201039631,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
R201056202,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R201069668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R201139488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
R201143624,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
R201229911,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R201403444,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R201451537,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R201474971,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
R201534094,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
R201716289,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R201770710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R201837138,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
R201885974,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
